history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2015-05-01,Secondary Producer Price Index,Commodity,0.99056,2239194245652.047,-0.000863
2015-05-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.999534,1278710654750.7595,-2.4e-05
2015-05-01,Secondary Producer Price Index,Planetary Commodities,0.95142,146599546861.6561,-0.00029
2015-05-01,Secondary Producer Price Index,Planetary Refined Commodities,0.94711,2098775938335.9539,-0.004534
2015-05-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.944852,1623232592580.3074,-0.003656
2015-05-01,Secondary Producer Price Index,Salvaged materials,1.002477,7259963284135.926,0.000734
2015-05-01,Secondary Producer Price Index,Starbase structures,1.053858,1596900884854.552,0.003513
2015-05-01,Secondary Producer Price Index,Station components,0.394743,20081166666.3428,-0.000496
2015-05-01,Secondary Producer Price Index,Tech II construction components,0.98827,2075393952024.8765,-0.000994
2015-05-01,Secondary Producer Price Index,Tech III Subsystem Components,0.804149,183773364859.5459,-0.00147
2015-06-01,Consumer Price Index,Ammo,0.980482,14026636321708.139,-0.000569
2015-06-01,Consumer Price Index,Apparel,0.950074,1904317024943.2158,-0.000197
2015-06-01,Consumer Price Index,Boosters,0.971838,1265149257163.9246,-7.4e-05
2015-06-01,Consumer Price Index,Commodity,0.8467,640770108364.2986,-0.000204
2015-06-01,Consumer Price Index,Complimentary ships,0.946663,107858234621.8322,-1.1e-05
2015-06-01,Consumer Price Index,Drone,1.102794,2853750634.821,0.0
2015-06-01,Consumer Price Index,Drones,1.08655,14232275865578.615,0.00256
2015-06-01,Consumer Price Index,Faction Ships,0.954346,48034024246461.305,-0.004558
2015-06-01,Consumer Price Index,Ice Products,1.000065,12662454751309.09,1e-06
2015-06-01,Consumer Price Index,Implants,0.902557,56263749249780.17,-0.011396
2015-06-01,Consumer Price Index,Insignias,1.111898,6251326417070.609,0.001454
2015-06-01,Consumer Price Index,Officer Modules,0.72221,64067266730.3664,-3.6e-05
2015-06-01,Consumer Price Index,Orbitals,0.979514,385839252765.3896,-1.6e-05
2015-06-01,Consumer Price Index,POS Fuel,1.015248,11092456340827.385,0.000351
2015-06-01,Consumer Price Index,Planetary Infrastructure,1.060883,82806927146.6758,1e-05
2015-06-01,Consumer Price Index,SKINs,0.808073,5971084914563.005,-0.002382
2015-06-01,Consumer Price Index,Scripts,1.116233,29261603321.1406,7e-06
2015-06-01,Consumer Price Index,Security Tags,0.90096,1018385329423.8456,-0.000209
2015-06-01,Consumer Price Index,Services,0.982945,596100611473.5555,-2.1e-05
2015-06-01,Consumer Price Index,Skills,0.999949,24311348082968.94,-2e-06
2015-06-01,Consumer Price Index,Sovereignty Structures,0.951731,593917591018.813,-5.9e-05
2015-06-01,Consumer Price Index,Special Edition Ships,0.92985,372047488506.596,-5.4e-05
2015-06-01,Consumer Price Index,Starbase structures,1.011522,11843682360725.297,0.000283
2015-06-01,Consumer Price Index,Tech I Rigs,1.011881,6943987311851.834,0.000171
2015-06-01,Consumer Price Index,Tech I modules,1.007592,95872873023141.4,0.001513
2015-06-01,Consumer Price Index,Tech I ships,0.991317,46930129750899.7,-0.000847
2015-06-01,Consumer Price Index,Tech II Rigs,0.996468,15135190844662.225,-0.000111
2015-06-01,Consumer Price Index,Tech II modules,1.004481,22720766517598.223,0.000211
2015-06-01,Consumer Price Index,Tech II ships,1.004161,59376564147937.43,0.000513
2015-06-01,Consumer Price Index,Tech III ships,1.010176,9342733880858.354,0.000197
2015-06-01,Consumer Price Index,Tech III subsystems,1.05217,12994291579870.143,0.001409
2015-06-01,Mineral Price Index,High-End Minerals,1.096566,7072162057043.403,0.044328
2015-06-01,Mineral Price Index,Low-End Minerals,0.973461,8333925336818.099,-0.014356
2015-06-01,Primary Producer Price Index,Advanced Moon Materials,1.019825,10864845075919.455,0.007211
2015-06-01,Primary Producer Price Index,Alloys & Compounds,0.829984,1685649929.2747,-9e-06
2015-06-01,Primary Producer Price Index,Commodity,8.658633,239867828726.666,0.061504
2015-06-01,Primary Producer Price Index,Datacores,0.990552,1597590894115.7915,-0.000505
2015-06-01,Primary Producer Price Index,Decryptors,1.078945,463584152727.7554,0.001225
2015-06-01,Primary Producer Price Index,Hybrid polymers,1.120523,1897106545226.1108,0.007655
2015-06-01,Primary Producer Price Index,Ice,0.992103,1990300373726.999,-0.000526
2015-06-01,Primary Producer Price Index,Ore,0.978308,4420360653313.865,-0.00321
2015-06-01,Primary Producer Price Index,Planetary Processed Materials,1.014586,470841513831.6116,0.000229
2015-06-01,Primary Producer Price Index,Planetary Raw Materials,1.155986,36845299822.3101,0.000192
2015-06-01,Primary Producer Price Index,Planetary Refined Commodities,0.984318,415956778440.8002,-0.000218
2015-06-01,Primary Producer Price Index,Planetary Specialized Commodities,1.004259,398309959466.5041,5.6e-05
2015-06-01,Primary Producer Price Index,Processed Moon Materials,1.003852,1437564868253.506,0.000185
2015-06-01,Primary Producer Price Index,Raw Moon Materials,1.006134,5399002856378.852,0.001108
2015-06-01,Primary Producer Price Index,Reaction,0.618914,6197075725.1927,-7.9e-05
2015-06-01,Primary Producer Price Index,Reactions,1.106854,36495619987.3899,0.00013
2015-06-01,Primary Producer Price Index,Sleeper relics,0.945682,192067339542.3575,-0.000349
2015-06-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.282812,45151407355.8231,0.000475
2015-06-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.163485,1953156888157.7275,0.011886
2015-06-01,Secondary Producer Price Index,Blueprints,1.002082,4915260112184.0205,0.00038
2015-06-01,Secondary Producer Price Index,Boosters,1.016234,15140464359.6081,9e-06
2015-06-01,Secondary Producer Price Index,Capital Ship Components,0.980163,373447684559.5056,-0.000275
2015-06-01,Secondary Producer Price Index,Commodity,0.991937,2423597463008.096,-0.000727
2015-06-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.975555,1401656314304.1008,-0.001275
2015-06-01,Secondary Producer Price Index,Planetary Commodities,1.10095,153047404697.2237,0.000575
2015-06-01,Secondary Producer Price Index,Planetary Refined Commodities,1.026727,2233440531096.3286,0.002222
2015-06-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.010677,1683704516903.0781,0.000669
2015-06-01,Secondary Producer Price Index,Salvaged materials,1.014666,7574884195028.584,0.004135
2015-06-01,Secondary Producer Price Index,Starbase structures,1.104763,1789620574574.4165,0.006979
2015-06-01,Secondary Producer Price Index,Station components,1.917315,119975999.13,4e-06
2015-06-01,Secondary Producer Price Index,Tech II construction components,1.050142,2119716911148.6016,0.003956
2015-06-01,Secondary Producer Price Index,Tech III Subsystem Components,1.179317,180760671463.4328,0.001206
2015-07-01,Consumer Price Index,Ammo,1.013303,12533460584239.996,0.000407
2015-07-01,Consumer Price Index,Apparel,0.970289,1303089255943.254,-9.4e-05
2015-07-01,Consumer Price Index,Boosters,0.985455,927860410181.7554,-3.3e-05
2015-07-01,Consumer Price Index,Commodity,1.183187,633560911378.2666,0.000283
2015-07-01,Consumer Price Index,Complimentary ships,0.956139,73630298241.3546,-7e-06
2015-07-01,Consumer Price Index,Drone,0.974394,1646748804.3972,0.0
2015-07-01,Consumer Price Index,Drones,1.043667,15485739358038.879,0.001654
2015-07-01,Consumer Price Index,Faction Ships,0.973744,39514230299828.09,-0.002538
2015-07-01,Consumer Price Index,Ice Products,1.0401,12253623855536.635,0.001202
2015-07-01,Consumer Price Index,Implants,1.040765,42231529867364.0,0.004211
2015-07-01,Consumer Price Index,Insignias,1.005715,5380017781722.227,7.5e-05
2015-07-01,Consumer Price Index,Officer Modules,1.182722,63223600231.0364,2.8e-05
2015-07-01,Consumer Price Index,Orbitals,1.010124,293546141637.8976,7e-06
2015-07-01,Consumer Price Index,POS Fuel,1.061996,11271263589254.2,0.001709
2015-07-01,Consumer Price Index,Planetary Infrastructure,0.957574,51029393280.0488,-5e-06
2015-07-01,Consumer Price Index,SKINs,0.979369,4418021969599.575,-0.000222
2015-07-01,Consumer Price Index,Scripts,1.080369,33826259888.8536,6e-06
2015-07-01,Consumer Price Index,Security Tags,0.98251,912165848845.1666,-3.9e-05
2015-07-01,Consumer Price Index,Services,1.141146,2049664741275.9814,0.000707
2015-07-01,Consumer Price Index,Skills,1.001848,20330404612059.887,9.1e-05
2015-07-01,Consumer Price Index,Sovereignty Structures,1.061127,425608971040.998,6.3e-05
2015-07-01,Consumer Price Index,Special Edition Ships,1.089671,575115798734.893,0.000126
2015-07-01,Consumer Price Index,Starbase structures,0.997838,9790370187664.006,-5.1e-05
2015-07-01,Consumer Price Index,Tech I Rigs,0.986911,5478428275773.333,-0.000175
2015-07-01,Consumer Price Index,Tech I modules,0.99523,84342120372399.1,-0.000984
2015-07-01,Consumer Price Index,Tech I ships,0.985732,37658666654870.54,-0.001314
2015-07-01,Consumer Price Index,Tech II Rigs,0.992481,12647761754489.012,-0.000232
2015-07-01,Consumer Price Index,Tech II modules,1.04257,18641467005041.816,0.001941
2015-07-01,Consumer Price Index,Tech II ships,0.998763,49036174622685.62,-0.000148
2015-07-01,Consumer Price Index,Tech III ships,0.923755,9230050457957.64,-0.001721
2015-07-01,Consumer Price Index,Tech III subsystems,1.063962,11181054147080.646,0.001749
2015-07-01,Mineral Price Index,High-End Minerals,1.010507,5501210008899.932,0.004673
2015-07-01,Mineral Price Index,Low-End Minerals,0.978738,6866492819995.079,-0.011804
2015-07-01,Primary Producer Price Index,Advanced Moon Materials,0.953087,9530719694613.271,-0.016429
2015-07-01,Primary Producer Price Index,Alloys & Compounds,0.940621,1142434662.9228,-2e-06
2015-07-01,Primary Producer Price Index,Commodity,0.158982,26432679475.59,-0.000816
2015-07-01,Primary Producer Price Index,Datacores,0.969035,1307073248718.9475,-0.001487
2015-07-01,Primary Producer Price Index,Decryptors,1.093876,414787222711.6316,0.00143
2015-07-01,Primary Producer Price Index,Hybrid polymers,0.970779,1495067191956.9504,-0.001605
2015-07-01,Primary Producer Price Index,Ice,1.042872,2178024719213.5952,0.003431
2015-07-01,Primary Producer Price Index,Ore,0.994287,4060571979157.6343,-0.000852
2015-07-01,Primary Producer Price Index,Planetary Processed Materials,1.076496,450742540544.3842,0.001267
2015-07-01,Primary Producer Price Index,Planetary Raw Materials,0.899295,27283697169.9317,-0.0001
2015-07-01,Primary Producer Price Index,Planetary Refined Commodities,0.948261,325602176738.2052,-0.000619
2015-07-01,Primary Producer Price Index,Planetary Specialized Commodities,0.985689,310378503107.7809,-0.000163
2015-07-01,Primary Producer Price Index,Processed Moon Materials,0.976433,1373348095656.3535,-0.001189
2015-07-01,Primary Producer Price Index,Raw Moon Materials,1.00276,5520406778618.982,0.000559
2015-07-01,Primary Producer Price Index,Reaction,0.744695,4554092574.8056,-4.2e-05
2015-07-01,Primary Producer Price Index,Reactions,0.930514,32353419987.1123,-8.2e-05
2015-07-01,Primary Producer Price Index,Sleeper relics,0.800332,155181740053.6676,-0.001138
2015-07-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.751948,11692552962.9703,-0.000125
2015-07-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.949234,1651670439639.0315,-0.003641
2015-07-01,Secondary Producer Price Index,Blueprints,0.996837,4027588477744.94,-0.000553
2015-07-01,Secondary Producer Price Index,Boosters,0.95617,17198872399.2697,-3.2e-05
2015-07-01,Secondary Producer Price Index,Capital Ship Components,0.984368,270824139279.2619,-0.000183
2015-07-01,Secondary Producer Price Index,Commodity,1.001182,2270669264574.2666,0.000116
2015-07-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.993474,1198104505418.3936,-0.000339
2015-07-01,Secondary Producer Price Index,Planetary Commodities,1.176526,171369524429.0219,0.001313
2015-07-01,Secondary Producer Price Index,Planetary Refined Commodities,1.050082,2174503351667.8745,0.004729
2015-07-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.04927,1603815791316.4697,0.003431
2015-07-01,Secondary Producer Price Index,Salvaged materials,0.971028,6208942287180.125,-0.007812
2015-07-01,Secondary Producer Price Index,Starbase structures,0.919912,1499530296017.96,-0.005215
2015-07-01,Secondary Producer Price Index,Station components,0.498187,275991998.99,-6e-06
2015-07-01,Secondary Producer Price Index,Tech II construction components,1.019543,1726265893287.027,0.001465
2015-07-01,Secondary Producer Price Index,Tech III Subsystem Components,0.962917,192182517810.0358,-0.000309
2015-08-01,Consumer Price Index,Ammo,1.02666,12644371924213.494,0.000801
2015-08-01,Consumer Price Index,Apparel,1.055669,1305064101466.0708,0.000172
2015-08-01,Consumer Price Index,Boosters,1.022174,951255319325.4073,5e-05
2015-08-01,Consumer Price Index,Commodity,0.927273,663199345719.6826,-0.000114
2015-08-01,Consumer Price Index,Complimentary ships,1.31083,117270832842.5666,8.6e-05
2015-08-01,Consumer Price Index,Drone,1.160831,1534117606.6416,0.0
2015-08-01,Consumer Price Index,Drones,1.087906,13766581912215.07,0.002876
2015-08-01,Consumer Price Index,Faction Ships,1.026946,42338880152909.7,0.002711
2015-08-01,Consumer Price Index,Ice Products,1.037216,13080043147018.531,0.001156
2015-08-01,Consumer Price Index,Implants,1.03438,41021141805155.97,0.003351
2015-08-01,Consumer Price Index,Insignias,1.079684,5361304481575.694,0.001015
2015-08-01,Consumer Price Index,Officer Modules,0.758922,84780134109.41,-4.8e-05
2015-08-01,Consumer Price Index,Orbitals,1.032736,303013896205.888,2.3e-05
2015-08-01,Consumer Price Index,POS Fuel,1.019704,11387385976552.684,0.000533
2015-08-01,Consumer Price Index,Planetary Infrastructure,1.025334,65071963470.2498,3e-06
2015-08-01,Consumer Price Index,SKINs,1.004584,3389321550268.943,3.6e-05
2015-08-01,Consumer Price Index,Scripts,1.109097,35628714626.7192,9e-06
2015-08-01,Consumer Price Index,Security Tags,1.023758,859330573976.064,4.8e-05
2015-08-01,Consumer Price Index,Services,1.035035,705203427666.6257,5.8e-05
2015-08-01,Consumer Price Index,Skills,1.001111,20950584269593.543,5.5e-05
2015-08-01,Consumer Price Index,Sovereignty Structures,1.01757,1036112701134.5798,4.3e-05
2015-08-01,Consumer Price Index,Special Edition Ships,0.998382,329450629200.952,-1e-06
2015-08-01,Consumer Price Index,Starbase structures,0.993315,9284971725840.293,-0.000147
2015-08-01,Consumer Price Index,Tech I Rigs,1.047862,5995089951900.477,0.000681
2015-08-01,Consumer Price Index,Tech I modules,1.007481,86811730672265.23,0.001543
2015-08-01,Consumer Price Index,Tech I ships,1.004502,37610279468556.336,0.000402
2015-08-01,Consumer Price Index,Tech II Rigs,1.016848,14277063404357.275,0.000571
2015-08-01,Consumer Price Index,Tech II modules,1.007763,21815890289042.406,0.000402
2015-08-01,Consumer Price Index,Tech II ships,1.013032,53568183167060.8,0.001659
2015-08-01,Consumer Price Index,Tech III ships,1.01678,9798765163741.787,0.00039
2015-08-01,Consumer Price Index,Tech III subsystems,0.984503,11202213026937.104,-0.000412
2015-08-01,Mineral Price Index,High-End Minerals,0.888073,5064684031715.289,-0.046737
2015-08-01,Mineral Price Index,Low-End Minerals,1.039689,7064337920134.729,0.023116
2015-08-01,Primary Producer Price Index,Advanced Moon Materials,1.001716,10299755048156.568,0.000618
2015-08-01,Primary Producer Price Index,Alloys & Compounds,0.888471,1436862187.5812,-5e-06
2015-08-01,Primary Producer Price Index,Commodity,0.624257,19108113451.018,-0.000251
2015-08-01,Primary Producer Price Index,Datacores,1.019275,1354598496441.202,0.000914
2015-08-01,Primary Producer Price Index,Decryptors,1.138271,476883614172.0702,0.002308
2015-08-01,Primary Producer Price Index,Hybrid polymers,0.898399,1495015270537.5073,-0.005318
2015-08-01,Primary Producer Price Index,Ice,1.031881,2198877886601.6267,0.002454
2015-08-01,Primary Producer Price Index,Ore,1.014238,4242910950562.689,0.002115
2015-08-01,Primary Producer Price Index,Planetary Processed Materials,1.093733,464389281925.1546,0.001524
2015-08-01,Primary Producer Price Index,Planetary Raw Materials,0.936364,25270801710.4686,-5.6e-05
2015-08-01,Primary Producer Price Index,Planetary Refined Commodities,1.009682,344603656997.2329,0.000116
2015-08-01,Primary Producer Price Index,Planetary Specialized Commodities,1.002539,325933829714.3162,2.8e-05
2015-08-01,Primary Producer Price Index,Processed Moon Materials,0.956847,1226470011009.358,-0.001853
2015-08-01,Primary Producer Price Index,Raw Moon Materials,0.995324,5978215766334.858,-0.000978
2015-08-01,Primary Producer Price Index,Reaction,0.781441,3878546433.1515,-2.9e-05
2015-08-01,Primary Producer Price Index,Reactions,1.027854,30043741233.9057,2.9e-05
2015-08-01,Primary Producer Price Index,Sleeper relics,0.527207,73265564512.8845,-0.001212
