history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2019-09-01,Primary Producer Price Index,Asteroid,0.899017,1767104587492.65,-0.005953
2019-09-01,Primary Producer Price Index,Blueprint,0.980306,320292689068.992,-0.00021
2019-09-01,Primary Producer Price Index,Blueprints,0.991819,12494444444.4436,-3e-06
2019-09-01,Primary Producer Price Index,Commodity,0.958914,218777945981.0635,-0.000299
2019-09-01,Primary Producer Price Index,Datacores,0.991475,1090477519768.6909,-0.00031
2019-09-01,Primary Producer Price Index,Decryptors,1.012632,800787922698.5831,0.000337
2019-09-01,Primary Producer Price Index,Hybrid polymers,0.890978,687851007275.6301,-0.002502
2019-09-01,Primary Producer Price Index,Ice,0.972397,2113671097460.705,-0.001946
2019-09-01,Primary Producer Price Index,Ore,0.950812,4513894022990.773,-0.007408
2019-09-01,Primary Producer Price Index,Planetary Processed Materials,0.97815,663803103974.8608,-0.000483
2019-09-01,Primary Producer Price Index,Planetary Raw Materials,0.999048,24165898149.8921,0.0
2019-09-01,Primary Producer Price Index,Planetary Refined Commodities,0.955276,577783960351.937,-0.000862
2019-09-01,Primary Producer Price Index,Planetary Specialized Commodities,0.996851,490534189357.7785,-5.1e-05
2019-09-01,Primary Producer Price Index,Processed Moon Materials,0.983867,798578861991.3977,-0.000429
2019-09-01,Primary Producer Price Index,Raw Moon Materials,0.956717,8330403045901.682,-0.01203
2019-09-01,Primary Producer Price Index,Sleeper relics,0.999566,138450108899.7583,-2e-06
2019-09-01,Secondary Producer Price Index,Accessories,0.991702,43193447667759.26,-0.00462
2019-09-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.519449,5409230515.0577,-3.3e-05
2019-09-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.938205,646193726747.6233,-0.000514
2019-09-01,Secondary Producer Price Index,Blueprint,1.021918,225336480424.7248,6.3e-05
2019-09-01,Secondary Producer Price Index,Blueprints,1.001676,4196856702569.133,9e-05
2019-09-01,Secondary Producer Price Index,Boosters,0.968015,9133998103.2436,-3e-06
2019-09-01,Secondary Producer Price Index,Capital Ship Components,0.938201,170942138886.4075,-0.000136
2019-09-01,Secondary Producer Price Index,Commodity,0.978396,8161361074732.699,-0.002273
2019-09-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.907574,2993803481234.435,-0.003567
2019-09-01,Secondary Producer Price Index,Planetary Commodities,0.965499,107948781621.8622,-4.8e-05
2019-09-01,Secondary Producer Price Index,Planetary Refined Commodities,0.958779,1873107749518.2913,-0.000995
2019-09-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.957697,1639280552504.9756,-0.000894
2019-09-01,Secondary Producer Price Index,Salvaged materials,0.875994,11560025957258.064,-0.018481
2019-09-01,Secondary Producer Price Index,Starbase structures,0.919765,845679732566.6248,-0.000874
2019-09-01,Secondary Producer Price Index,Station components,0.979888,71706017164.0446,-1.8e-05
2019-09-01,Secondary Producer Price Index,Tech II construction components,0.989698,1833519060551.2515,-0.000243
2019-09-01,Secondary Producer Price Index,Tech III Subsystem Components,0.836883,30601183957.2363,-6.4e-05
2019-10-01,Consumer Price Index,Accessories,0.997415,106897832681147.88,-0.000531
2019-10-01,Consumer Price Index,Ammo,1.046429,12652766010516.01,0.001129
2019-10-01,Consumer Price Index,Apparel,0.992141,652011842331.1013,-9e-06
2019-10-01,Consumer Price Index,Boosters,0.979296,1834515005380.5144,-7.3e-05
2019-10-01,Consumer Price Index,Citadels,0.995129,2524241675648.9263,-2.3e-05
2019-10-01,Consumer Price Index,Commodity,1.027996,3782805665164.8525,0.000203
2019-10-01,Consumer Price Index,Complimentary ships,1.232808,81591873559.7917,3.6e-05
2019-10-01,Consumer Price Index,Drone,1.037859,3596048854035.8574,0.000261
2019-10-01,Consumer Price Index,Drones,1.084083,20239837838095.906,0.003273
2019-10-01,Consumer Price Index,Faction Ships,1.002037,24568951055482.05,9.6e-05
2019-10-01,Consumer Price Index,Fighter,1.001202,350823669379.5631,0.0
2019-10-01,Consumer Price Index,Ice Products,0.961854,14080949900700.06,-0.001033
2019-10-01,Consumer Price Index,Implant,0.951912,10817225887574.406,-0.001
2019-10-01,Consumer Price Index,Implants,1.050461,35290798084460.65,0.003425
2019-10-01,Consumer Price Index,Insignias,0.991288,4548639961595.249,-7.6e-05
2019-10-01,Consumer Price Index,Officer Modules,0.855879,36107200000.24,-1e-05
2019-10-01,Consumer Price Index,Orbitals,0.955486,227576458594.8632,-1.9e-05
2019-10-01,Consumer Price Index,POS Fuel,0.984943,6176113276024.443,-0.000178
2019-10-01,Consumer Price Index,Planetary Infrastructure,1.136876,88912356386.0839,2.3e-05
2019-10-01,Consumer Price Index,SKINs,0.988398,4646829797057.305,-0.000103
2019-10-01,Consumer Price Index,Scripts,0.950786,24657326188.9744,-2e-06
2019-10-01,Consumer Price Index,Security Tags,0.980816,655345815582.4966,-2.4e-05
2019-10-01,Consumer Price Index,Services,1.008945,6174056702040.219,0.000106
2019-10-01,Consumer Price Index,Skills,1.081918,15918484531424.865,0.002508
2019-10-01,Consumer Price Index,Sovereignty Structures,0.978899,150334711098.7961,-6e-06
2019-10-01,Consumer Price Index,Starbase structures,1.008673,2582002422540.066,4.3e-05
2019-10-01,Consumer Price Index,Structure,0.917443,4608839870268.39,-0.000731
2019-10-01,Consumer Price Index,Structure Module,0.957284,3517508418516.6753,-0.000289
2019-10-01,Consumer Price Index,Subsystem,0.892094,3557991001163.1455,-0.000738
2019-10-01,Consumer Price Index,Tech I Rigs,0.978531,6704164528716.84,-0.000276
2019-10-01,Consumer Price Index,Tech I modules,1.023252,106746162129604.02,0.004774
2019-10-01,Consumer Price Index,Tech I ships,0.992383,33080013612734.938,-0.000484
2019-10-01,Consumer Price Index,Tech II Rigs,0.870945,17911979109062.32,-0.004446
2019-10-01,Consumer Price Index,Tech II modules,0.99995,22976502292610.945,-2e-06
2019-10-01,Consumer Price Index,Tech II ships,0.962473,38100934966184.51,-0.00275
2019-10-01,Consumer Price Index,Tech III ships,0.877977,4098025086604.5723,-0.000961
2019-10-01,Mineral Price Index,High-End Minerals,0.961229,1820176963288.2212,-0.01334
2019-10-01,Mineral Price Index,Low-End Minerals,0.884926,3469766115442.3203,-0.075479
2019-10-01,Primary Producer Price Index,Advanced Moon Materials,0.923142,5601463109084.018,-0.018669
2019-10-01,Primary Producer Price Index,Alloys & Compounds,12.466333,1119394633.5652,0.000556
2019-10-01,Primary Producer Price Index,Asteroid,0.898013,1408516001565.711,-0.006229
2019-10-01,Primary Producer Price Index,Blueprint,1.002385,246679945437.8393,2.5e-05
2019-10-01,Primary Producer Price Index,Blueprints,1.012658,16000000000.0,8e-06
2019-10-01,Primary Producer Price Index,Commodity,0.738368,144063186749.1075,-0.001634
2019-10-01,Primary Producer Price Index,Datacores,1.04532,1032951048481.9666,0.00203
2019-10-01,Primary Producer Price Index,Decryptors,0.875904,613253328208.6133,-0.0033
2019-10-01,Primary Producer Price Index,Hybrid polymers,0.849644,513636127029.0285,-0.003348
2019-10-01,Primary Producer Price Index,Ice,0.943847,1674105433783.0596,-0.004076
2019-10-01,Primary Producer Price Index,Ore,0.871156,3171647578824.9785,-0.01772
2019-10-01,Primary Producer Price Index,Planetary Processed Materials,0.995218,465671344158.3926,-9.6e-05
2019-10-01,Primary Producer Price Index,Planetary Raw Materials,0.893506,13514924515.6327,-6.2e-05
2019-10-01,Primary Producer Price Index,Planetary Refined Commodities,0.968009,426950812796.5022,-0.000592
2019-10-01,Primary Producer Price Index,Planetary Specialized Commodities,1.041632,444837706150.3503,0.000803
2019-10-01,Primary Producer Price Index,Processed Moon Materials,0.872069,416076312689.9855,-0.002308
2019-10-01,Primary Producer Price Index,Raw Moon Materials,0.854359,6768523383512.093,-0.042747
2019-10-01,Primary Producer Price Index,Sleeper relics,0.917472,101338812060.5184,-0.000362
2019-10-01,Secondary Producer Price Index,Accessories,0.993638,33458940651974.145,-0.003425
2019-10-01,Secondary Producer Price Index,Advanced Capital Construction Components,2.209079,16516478376.3062,0.000321
2019-10-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.821977,341756986434.3934,-0.000979
2019-10-01,Secondary Producer Price Index,Blueprint,0.97633,198955319437.4788,-7.5e-05
2019-10-01,Secondary Producer Price Index,Blueprints,1.006909,3416372232333.213,0.000379
2019-10-01,Secondary Producer Price Index,Boosters,1.220272,12143453141.8558,4.3e-05
2019-10-01,Secondary Producer Price Index,Capital Ship Components,0.946691,119281226462.9066,-0.000102
2019-10-01,Secondary Producer Price Index,Commodity,1.100645,7671343207008.783,0.012425
2019-10-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.043145,2336602579461.808,0.001622
2019-10-01,Secondary Producer Price Index,Planetary Commodities,1.070673,88348434133.3165,0.0001
2019-10-01,Secondary Producer Price Index,Planetary Refined Commodities,0.987041,1616172637227.6597,-0.000337
2019-10-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.986864,1331641863637.2917,-0.000281
2019-10-01,Secondary Producer Price Index,Salvaged materials,0.912339,9500349921464.707,-0.013403
2019-10-01,Secondary Producer Price Index,Starbase structures,0.890569,597770118400.1078,-0.001052
2019-10-01,Secondary Producer Price Index,Station components,0.87201,113863727214.8467,-0.000234
2019-10-01,Secondary Producer Price Index,Tech II construction components,0.977169,1284300233555.975,-0.000471
2019-10-01,Secondary Producer Price Index,Tech III Subsystem Components,0.920246,30384147360.2728,-3.9e-05
2019-11-01,Consumer Price Index,Accessories,0.996507,113129060733158.55,-0.000695
2019-11-01,Consumer Price Index,Ammo,1.054995,13927598514379.113,0.001347
2019-11-01,Consumer Price Index,Apparel,0.895424,625789789055.5974,-0.000115
2019-11-01,Consumer Price Index,Boosters,0.984551,1956672281320.5508,-5.3e-05
2019-11-01,Consumer Price Index,Citadels,0.967872,2504154508636.024,-0.000141
2019-11-01,Consumer Price Index,Commodity,1.010504,3972930275653.2515,7.3e-05
2019-11-01,Consumer Price Index,Complimentary ships,1.029366,84819262349.46,4e-06
2019-11-01,Consumer Price Index,Drone,1.079751,4440448588698.555,0.000623
2019-11-01,Consumer Price Index,Drones,1.027935,25088009964306.367,0.001233
2019-11-01,Consumer Price Index,Faction Ships,1.046149,29742902190889.562,0.002414
2019-11-01,Consumer Price Index,Fighter,0.941521,343070737087.78,-3.5e-05
2019-11-01,Consumer Price Index,Ice Products,0.944303,15076257598878.53,-0.001477
2019-11-01,Consumer Price Index,Implant,1.037247,11856371633253.1,0.000776
2019-11-01,Consumer Price Index,Implants,1.078315,40469634232166.27,0.005576
2019-11-01,Consumer Price Index,Insignias,0.99237,4728897748500.388,-6.3e-05
2019-11-01,Consumer Price Index,Officer Modules,1.118049,49907500170.9616,1e-05
2019-11-01,Consumer Price Index,Orbitals,1.059774,202792627954.6784,2.1e-05
2019-11-01,Consumer Price Index,POS Fuel,0.978871,6594584858013.797,-0.000245
2019-11-01,Consumer Price Index,Planetary Infrastructure,0.910831,84693000917.14,-1.3e-05
2019-11-01,Consumer Price Index,SKINs,1.022896,5476821797898.103,0.00022
2019-11-01,Consumer Price Index,Scripts,1.116704,23945634028.611,4e-06
2019-11-01,Consumer Price Index,Security Tags,0.98944,692139296822.8052,-1.2e-05
2019-11-01,Consumer Price Index,Services,0.993802,6459820912490.7705,-7e-05
2019-11-01,Consumer Price Index,Skills,0.977431,19452216460180.934,-0.000772
2019-11-01,Consumer Price Index,Sovereignty Structures,1.000782,231789421271.9956,0.0
2019-11-01,Consumer Price Index,Starbase structures,1.035847,3292860915887.374,0.000207
2019-11-01,Consumer Price Index,Structure,0.980308,4459897450795.01,-0.000154
2019-11-01,Consumer Price Index,Structure Module,1.002419,4692723171514.895,1.9e-05
2019-11-01,Consumer Price Index,Subsystem,1.027839,3776354507173.1265,0.000184
2019-11-01,Consumer Price Index,Tech I Rigs,0.998998,7333256837714.398,-1.2e-05
2019-11-01,Consumer Price Index,Tech I modules,1.000016,117559546077220.17,3e-06
2019-11-01,Consumer Price Index,Tech I ships,1.001618,35899814081106.625,0.000102
2019-11-01,Consumer Price Index,Tech II Rigs,0.936669,19571353913722.64,-0.00218
2019-11-01,Consumer Price Index,Tech II modules,0.991834,24044780110574.543,-0.000345
2019-11-01,Consumer Price Index,Tech II ships,0.97769,36101135572609.33,-0.001417
2019-11-01,Consumer Price Index,Tech III ships,1.024015,4448101273137.864,0.000187
2019-11-01,Mineral Price Index,High-End Minerals,0.978101,1901032493604.9053,-0.006608
2019-11-01,Mineral Price Index,Low-End Minerals,0.968557,4398184254836.129,-0.021953
2019-11-01,Primary Producer Price Index,Advanced Moon Materials,0.961818,5875006193101.854,-0.008772
2019-11-01,Primary Producer Price Index,Alloys & Compounds,0.223867,72416882.7686,-2e-06
2019-11-01,Primary Producer Price Index,Asteroid,1.001724,1347249376785.0144,9e-05
2019-11-01,Primary Producer Price Index,Blueprint,0.989997,307228171068.5128,-0.00012
2019-11-01,Primary Producer Price Index,Blueprints,0.966641,11213040125.6371,-1.4e-05
2019-11-01,Primary Producer Price Index,Commodity,1.040607,155952695344.8538,0.000247
2019-11-01,Primary Producer Price Index,Datacores,1.012244,989217437802.6029,0.000473
2019-11-01,Primary Producer Price Index,Decryptors,0.968509,616876501790.3372,-0.000759
2019-11-01,Primary Producer Price Index,Hybrid polymers,1.073155,539052798273.052,0.001542
2019-11-01,Primary Producer Price Index,Ice,0.977177,2010639265211.007,-0.001794
2019-11-01,Primary Producer Price Index,Ore,1.004921,4469874677275.224,0.00086
2019-11-01,Primary Producer Price Index,Planetary Processed Materials,0.954688,483337722071.2921,-0.000856
2019-11-01,Primary Producer Price Index,Planetary Raw Materials,1.210889,20949927159.1897,0.000172
2019-11-01,Primary Producer Price Index,Planetary Refined Commodities,1.094604,531861183051.8192,0.001967
2019-11-01,Primary Producer Price Index,Planetary Specialized Commodities,0.998378,605800762165.6342,-3.8e-05
2019-11-01,Primary Producer Price Index,Processed Moon Materials,0.955545,364403511202.3536,-0.000633
2019-11-01,Primary Producer Price Index,Raw Moon Materials,0.948538,7148973550680.397,-0.014388
2019-11-01,Primary Producer Price Index,Sleeper relics,0.914255,91645812295.5067,-0.000307
2019-11-01,Secondary Producer Price Index,Accessories,0.992124,37585476688566.375,-0.004194
2019-11-01,Secondary Producer Price Index,Advanced Capital Construction Components,2.067442,14179013359.5001,0.000214
2019-11-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.954217,289337410954.9168,-0.000187
2019-11-01,Secondary Producer Price Index,Blueprint,1.030214,245072543541.562,0.000104
2019-11-01,Secondary Producer Price Index,Blueprints,0.995185,3799057599238.462,-0.000259
2019-11-01,Secondary Producer Price Index,Boosters,0.748003,6156417050.7412,-2.1e-05
2019-11-01,Secondary Producer Price Index,Capital Ship Components,1.085024,161915760024.3947,0.000195
2019-11-01,Secondary Producer Price Index,Commodity,1.016844,8393035738135.888,0.002003
2019-11-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.98184,2579158854373.7344,-0.000663
2019-11-01,Secondary Producer Price Index,Planetary Commodities,1.07227,109660133485.0944,0.000112
2019-11-01,Secondary Producer Price Index,Planetary Refined Commodities,1.010597,1792585023473.1868,0.000269
2019-11-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.99457,1438509720278.765,-0.00011
2019-11-01,Secondary Producer Price Index,Salvaged materials,1.017862,12092645317275.77,0.00306
2019-11-01,Secondary Producer Price Index,Starbase structures,1.043303,603211825465.6708,0.00037
2019-11-01,Secondary Producer Price Index,Station components,1.200006,94561391783.522,0.000267
2019-11-01,Secondary Producer Price Index,Tech II construction components,0.948278,1345653188246.7913,-0.000986
2019-11-01,Secondary Producer Price Index,Tech III Subsystem Components,1.101067,28104777811.3708,4e-05
2019-12-01,Consumer Price Index,Accessories,1.047973,132140953227995.7,0.010126
2019-12-01,Consumer Price Index,Ammo,1.016049,14965544352196.416,0.000383
2019-12-01,Consumer Price Index,Apparel,1.113614,761053242477.0254,0.000138
2019-12-01,Consumer Price Index,Boosters,0.941531,2605586370995.2,-0.000243
2019-12-01,Consumer Price Index,Citadels,1.052849,2840393237545.209,0.000239
2019-12-01,Consumer Price Index,Commodity,1.038064,4411176923361.193,0.000268
2019-12-01,Consumer Price Index,Complimentary ships,0.917178,79254043428.9522,-1e-05
2019-12-01,Consumer Price Index,Drone,0.966549,3974855557348.833,-0.000212
2019-12-01,Consumer Price Index,Drones,0.982851,25113903683969.684,-0.000687
2019-12-01,Consumer Price Index,Faction Ships,1.068098,34280733188017.44,0.003729
2019-12-01,Consumer Price Index,Fighter,0.924789,383866540205.0828,-4.6e-05
2019-12-01,Consumer Price Index,Ice Products,0.943219,13693342726855.57,-0.001242
2019-12-01,Consumer Price Index,Implant,0.997336,12720024791224.982,-5.4e-05
2019-12-01,Consumer Price Index,Implants,1.053188,44402413358167.695,0.003772
2019-12-01,Consumer Price Index,Insignias,0.991217,5257792930765.391,-7.3e-05
2019-12-01,Consumer Price Index,Officer Modules,0.862855,69773039512.1,-1.5e-05
2019-12-01,Consumer Price Index,Orbitals,0.948918,231251584671.2844,-1.8e-05
2019-12-01,Consumer Price Index,POS Fuel,0.987198,6426868088475.442,-0.000131
2019-12-01,Consumer Price Index,Planetary Infrastructure,0.976683,92406249296.78,-3e-06
2019-12-01,Consumer Price Index,SKINs,1.008893,6354124316838.994,9e-05
2019-12-01,Consumer Price Index,Scripts,1.215063,27697420315.7634,9e-06
2019-12-01,Consumer Price Index,Security Tags,0.990987,746024470734.8462,-1e-05
2019-12-01,Consumer Price Index,Services,1.048047,6593646612823.265,0.000506
2019-12-01,Consumer Price Index,Skills,0.959201,19268906167032.76,-0.001255
2019-12-01,Consumer Price Index,Sovereignty Structures,0.99809,190324129653.1218,0.0
2019-12-01,Consumer Price Index,Starbase structures,1.005249,3361535240131.139,2.8e-05
2019-12-01,Consumer Price Index,Structure,1.076484,4433917169631.203,0.000541
2019-12-01,Consumer Price Index,Structure Module,0.983805,4621355415666.809,-0.000119
2019-12-01,Consumer Price Index,Subsystem,1.070787,4893374209627.721,0.000553
2019-12-01,Consumer Price Index,Tech I Rigs,1.067057,8290444697331.501,0.000888
2019-12-01,Consumer Price Index,Tech I modules,1.043389,133970386828624.48,0.009285
2019-12-01,Consumer Price Index,Tech I ships,1.018147,38947357749767.31,0.001129
2019-12-01,Consumer Price Index,Tech II Rigs,0.972727,20994727138317.37,-0.000914
2019-12-01,Consumer Price Index,Tech II modules,0.992113,25445690391435.0,-0.00032
2019-12-01,Consumer Price Index,Tech II ships,1.011958,38275725339118.57,0.000731
2019-12-01,Consumer Price Index,Tech III ships,1.065678,5140026496471.729,0.000539
2019-12-01,Mineral Price Index,High-End Minerals,1.017627,2027018845421.7893,0.005363
2019-12-01,Mineral Price Index,Low-End Minerals,1.072938,4634636146544.227,0.050744
2019-12-01,Primary Producer Price Index,Advanced Moon Materials,0.989705,5620363951487.316,-0.002162
2019-12-01,Primary Producer Price Index,Alloys & Compounds,1.651619,204767748.6377,4e-06
2019-12-01,Primary Producer Price Index,Asteroid,1.087081,1383246505860.1184,0.004502
2019-12-01,Primary Producer Price Index,Blueprint,1.035141,374157945641.8959,0.000491
2019-12-01,Primary Producer Price Index,Blueprints,1.039553,13331200000.0,1.9e-05
2019-12-01,Primary Producer Price Index,Commodity,1.359553,185491114835.3289,0.002493
2019-12-01,Primary Producer Price Index,Datacores,0.955201,1046165278702.7114,-0.001751
2019-12-01,Primary Producer Price Index,Decryptors,0.907586,635571526565.375,-0.002195
2019-12-01,Primary Producer Price Index,Hybrid polymers,1.006298,592576513347.7126,0.000139
2019-12-01,Primary Producer Price Index,Ice,0.945831,1710884466281.1577,-0.003464
2019-12-01,Primary Producer Price Index,Ore,1.10049,4842180946815.684,0.018189
2019-12-01,Primary Producer Price Index,Planetary Processed Materials,1.063446,589457416145.1316,0.001398
2019-12-01,Primary Producer Price Index,Planetary Raw Materials,0.810269,18180675453.8741,-0.000128
2019-12-01,Primary Producer Price Index,Planetary Refined Commodities,0.975059,554535739738.6394,-0.000517
2019-12-01,Primary Producer Price Index,Planetary Specialized Commodities,1.04387,584033188959.6663,0.000957
2019-12-01,Primary Producer Price Index,Processed Moon Materials,1.052527,527759105416.5201,0.001036
2019-12-01,Primary Producer Price Index,Raw Moon Materials,1.026127,7970122940284.606,0.007784
2019-12-01,Primary Producer Price Index,Sleeper relics,0.962394,103009053001.9165,-0.000144
2019-12-01,Secondary Producer Price Index,Accessories,0.962008,38972809183325.83,-0.019999
2019-12-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.309681,3222487280.2011,-3e-05
2019-12-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.05805,341834833975.5126,0.000268
2019-12-01,Secondary Producer Price Index,Blueprint,0.999362,226343919992.7587,-1e-06
2019-12-01,Secondary Producer Price Index,Blueprints,1.002579,4822979492772.604,0.000168
2019-12-01,Secondary Producer Price Index,Boosters,0.879767,7599396151.7912,-1.2e-05
2019-12-01,Secondary Producer Price Index,Capital Ship Components,0.956865,176440205013.9988,-0.000102
2019-12-01,Secondary Producer Price Index,Commodity,0.915143,8681902895923.455,-0.00995
2019-12-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.003791,2332041171292.6997,0.000119
2019-12-01,Secondary Producer Price Index,Planetary Commodities,1.458043,179800880047.0344,0.001112
2019-12-01,Secondary Producer Price Index,Planetary Refined Commodities,0.992098,1862797576854.2378,-0.000198
2019-12-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.018728,1549078182082.5425,0.000391
2019-12-01,Secondary Producer Price Index,Salvaged materials,1.021592,12626016141591.81,0.003682
2019-12-01,Secondary Producer Price Index,Starbase structures,1.023406,692198681525.4891,0.000218
2019-12-01,Secondary Producer Price Index,Station components,0.952577,105205285962.5798,-6.7e-05
2019-12-01,Secondary Producer Price Index,Tech II construction components,0.976302,1419918490273.1133,-0.000454
2019-12-01,Secondary Producer Price Index,Tech III Subsystem Components,1.103843,34900195610.2815,4.8e-05
2020-01-01,Consumer Price Index,Accessories,0.964814,142930093722536.75,-0.006818
2020-01-01,Consumer Price Index,Ammo,0.996749,15767577003201.053,-6.9e-05
2020-01-01,Consumer Price Index,Apparel,0.988508,1099964172894.2788,-1.7e-05
2020-01-01,Consumer Price Index,Boosters,1.025909,5118651072242.02,0.000179
2020-01-01,Consumer Price Index,Citadels,0.949171,5142350566055.799,-0.000354
2020-01-01,Consumer Price Index,Commodity,0.967542,8777186683613.295,-0.000386
2020-01-01,Consumer Price Index,Complimentary ships,0.941522,71849472003.0374,-5e-06
2020-01-01,Consumer Price Index,Drone,0.984681,3755751351321.315,-7.8e-05
2020-01-01,Consumer Price Index,Drones,1.020699,27775786142517.887,0.000779
2020-01-01,Consumer Price Index,Faction Ships,1.025224,41923321459652.33,0.001433
2020-01-01,Consumer Price Index,Fighter,1.067351,421950846868.6702,3.8e-05
2020-01-01,Consumer Price Index,Ice Products,0.990606,14267917744698.111,-0.000181
2020-01-01,Consumer Price Index,Implant,1.094646,16794500192442.81,0.002155
2020-01-01,Consumer Price Index,Implants,1.027101,50626621691376.89,0.00186
2020-01-01,Consumer Price Index,Insignias,1.092851,5793385421152.959,0.000729
2020-01-01,Consumer Price Index,Officer Modules,0.924768,240143442451.9006,-2.4e-05
2020-01-01,Consumer Price Index,Orbitals,1.019314,251095089996.5196,6e-06
2020-01-01,Consumer Price Index,POS Fuel,0.984675,6726311949556.283,-0.000139
2020-01-01,Consumer Price Index,Planetary Infrastructure,1.139019,111640941939.207,2.1e-05
2020-01-01,Consumer Price Index,SKINs,1.037455,8079825925842.058,0.00041
2020-01-01,Consumer Price Index,Scripts,0.999644,30029905114.9064,0.0
2020-01-01,Consumer Price Index,Security Tags,1.065618,795354962492.0198,7e-05
2020-01-01,Consumer Price Index,Services,1.006434,6890799340072.851,6e-05
2020-01-01,Consumer Price Index,Skills,0.938769,21478762800988.86,-0.001783
2020-01-01,Consumer Price Index,Sovereignty Structures,0.9876,167007341159.4934,-2e-06
2020-01-01,Consumer Price Index,Starbase structures,1.03976,3792039123443.249,0.000204
2020-01-01,Consumer Price Index,Structure,0.965336,8082774495251.078,-0.000379
2020-01-01,Consumer Price Index,Structure Module,0.99914,5228102547080.733,-6e-06
2020-01-01,Consumer Price Index,Subsystem,0.944906,4519271357858.393,-0.000337
2020-01-01,Consumer Price Index,Tech I Rigs,1.083223,9853433548627.025,0.001111
2020-01-01,Consumer Price Index,Tech I modules,1.014794,147892485464971.9,0.002966
2020-01-01,Consumer Price Index,Tech I ships,1.020481,54775212648190.055,0.00152
2020-01-01,Consumer Price Index,Tech II Rigs,1.022259,23359884225215.438,0.000704
2020-01-01,Consumer Price Index,Tech II modules,1.005947,27149486415973.883,0.000218
2020-01-01,Consumer Price Index,Tech II ships,1.00875,61795873726952.79,0.000733
2020-01-01,Consumer Price Index,Tech III ships,1.043038,6110289466225.548,0.000356
2020-01-01,Mineral Price Index,High-End Minerals,1.064487,2538886222632.476,0.019749
2020-01-01,Mineral Price Index,Low-End Minerals,1.126224,5751003579011.192,0.087566
2020-01-01,Primary Producer Price Index,Advanced Moon Materials,1.038024,7060803143256.32,0.008145
2020-01-01,Primary Producer Price Index,Alloys & Compounds,1.278295,256597904.7232,2e-06
2020-01-01,Primary Producer Price Index,Asteroid,1.144249,1841111770131.3447,0.008057
2020-01-01,Primary Producer Price Index,Blueprint,1.031812,416110114142.0574,0.000401
2020-01-01,Primary Producer Price Index,Blueprints,1.00296,1704976116830.34,0.000153
2020-01-01,Primary Producer Price Index,Commodity,1.044336,199433131696.0439,0.000268
2020-01-01,Primary Producer Price Index,Datacores,1.000265,1182800016837.17,9e-06
2020-01-01,Primary Producer Price Index,Decryptors,1.007328,658631785177.4594,0.000146
2020-01-01,Primary Producer Price Index,Hybrid polymers,1.066187,584844320702.0602,0.001174
2020-01-01,Primary Producer Price Index,Ice,0.970903,1713901203191.781,-0.001512
2020-01-01,Primary Producer Price Index,Ore,1.151829,5876621487202.453,0.027069
2020-01-01,Primary Producer Price Index,Planetary Processed Materials,0.977549,524160957379.3106,-0.000357
2020-01-01,Primary Producer Price Index,Planetary Raw Materials,1.058138,24475926583.0478,4.3e-05
2020-01-01,Primary Producer Price Index,Planetary Refined Commodities,1.101923,663691130840.6384,0.002052
2020-01-01,Primary Producer Price Index,Planetary Specialized Commodities,1.023947,688125507162.1967,0.000499
2020-01-01,Primary Producer Price Index,Processed Moon Materials,1.08569,570943242331.751,0.001484
2020-01-01,Primary Producer Price Index,Raw Moon Materials,1.092143,9161510149092.705,0.02561
2020-01-01,Primary Producer Price Index,Sleeper relics,1.037781,88827119266.0045,0.000101
2020-01-01,Secondary Producer Price Index,Accessories,0.983101,45216265317974.88,-0.009286
2020-01-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.020791,12064794846.1179,3e-06
2020-01-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.07335,326995196486.6985,0.000291
2020-01-01,Secondary Producer Price Index,Blueprint,1.003004,291210973358.4652,1e-05
2020-01-01,Secondary Producer Price Index,Blueprints,1.002768,3822319635465.0015,0.000128
2020-01-01,Secondary Producer Price Index,Boosters,1.015722,12093436137.6355,2e-06
2020-01-01,Secondary Producer Price Index,Capital Ship Components,1.096482,203555586517.7738,0.000238
2020-01-01,Secondary Producer Price Index,Commodity,0.963416,9663119890841.64,-0.004296
2020-01-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.042841,2773377626181.1587,0.001444
2020-01-01,Secondary Producer Price Index,Planetary Commodities,0.748031,133602352152.8057,-0.000409
2020-01-01,Secondary Producer Price Index,Planetary Refined Commodities,1.047588,2044382665701.351,0.001182
2020-01-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.029357,1764731670981.7705,0.000629
